cisp;regiao;ano;roubo_veiculo;flag
33;Capital;2013;77;outlier_sup
34;Capital;2013;136;outlier_sup
39;Capital;2013;95;outlier_sup
40;Capital;2013;65;outlier_sup
52;Baixada Fluminense;2013;73;outlier_sup
54;Baixada Fluminense;2013;95;outlier_sup
56;Baixada Fluminense;2013;71;outlier_sup
58;Baixada Fluminense;2013;81;outlier_sup
59;Baixada Fluminense;2013;143;outlier_sup
60;Baixada Fluminense;2013;118;outlier_sup
64;Baixada Fluminense;2013;169;outlier_sup
72;Grande Niterói;2013;64;outlier_sup
73;Grande Niterói;2013;77;outlier_sup
74;Grande Niterói;2013;113;outlier_sup
75;Grande Niterói;2013;71;outlier_sup
27;Capital;2014;96;outlier_sup
28;Capital;2014;65;outlier_sup
30;Capital;2014;61;outlier_sup
31;Capital;2014;77;outlier_sup
33;Capital;2014;65;outlier_sup
34;Capital;2014;117;outlier_sup
39;Capital;2014;69;outlier_sup
40;Capital;2014;74;outlier_sup
52;Baixada Fluminense;2014;94;outlier_sup
54;Baixada Fluminense;2014;73;outlier_sup
56;Baixada Fluminense;2014;80;outlier_sup
57;Baixada Fluminense;2014;71;outlier_sup
58;Baixada Fluminense;2014;85;outlier_sup
59;Baixada Fluminense;2014;172;outlier_sup
60;Baixada Fluminense;2014;102;outlier_sup
64;Baixada Fluminense;2014;204;outlier_sup
72;Grande Niterói;2014;99;outlier_sup
73;Grande Niterói;2014;99;outlier_sup
74;Grande Niterói;2014;135;outlier_sup
75;Grande Niterói;2014;75;outlier_sup
78;Grande Niterói;2014;63;outlier_sup
27;Capital;2014;84;outlier_sup
31;Capital;2014;79;outlier_sup
33;Capital;2014;69;outlier_sup
34;Capital;2014;143;outlier_sup
39;Capital;2014;74;outlier_sup
40;Capital;2014;67;outlier_sup
52;Baixada Fluminense;2014;109;outlier_sup
54;Baixada Fluminense;2014;95;outlier_sup
56;Baixada Fluminense;2014;80;outlier_sup
57;Baixada Fluminense;2014;75;outlier_sup
58;Baixada Fluminense;2014;69;outlier_sup
59;Baixada Fluminense;2014;159;outlier_sup
60;Baixada Fluminense;2014;101;outlier_sup
64;Baixada Fluminense;2014;192;outlier_sup
72;Grande Niterói;2014;80;outlier_sup
73;Grande Niterói;2014;108;outlier_sup
74;Grande Niterói;2014;146;outlier_sup
75;Grande Niterói;2014;71;outlier_sup
27;Capital;2014;65;outlier_sup
31;Capital;2014;80;outlier_sup
33;Capital;2014;70;outlier_sup
34;Capital;2014;110;outlier_sup
39;Capital;2014;87;outlier_sup
40;Capital;2014;109;outlier_sup
52;Baixada Fluminense;2014;86;outlier_sup
54;Baixada Fluminense;2014;86;outlier_sup
56;Baixada Fluminense;2014;88;outlier_sup
57;Baixada Fluminense;2014;70;outlier_sup
58;Baixada Fluminense;2014;70;outlier_sup
59;Baixada Fluminense;2014;153;outlier_sup
60;Baixada Fluminense;2014;95;outlier_sup
64;Baixada Fluminense;2014;184;outlier_sup
72;Grande Niterói;2014;72;outlier_sup
73;Grande Niterói;2014;95;outlier_sup
74;Grande Niterói;2014;113;outlier_sup
75;Grande Niterói;2014;65;outlier_sup
27;Capital;2014;82;outlier_sup
31;Capital;2014;88;outlier_sup
33;Capital;2014;80;outlier_sup
34;Capital;2014;84;outlier_sup
39;Capital;2014;66;outlier_sup
40;Capital;2014;85;outlier_sup
52;Baixada Fluminense;2014;88;outlier_sup
53;Baixada Fluminense;2014;66;outlier_sup
54;Baixada Fluminense;2014;75;outlier_sup
56;Baixada Fluminense;2014;69;outlier_sup
57;Baixada Fluminense;2014;64;outlier_sup
58;Baixada Fluminense;2014;109;outlier_sup
59;Baixada Fluminense;2014;189;outlier_sup
60;Baixada Fluminense;2014;131;outlier_sup
62;Baixada Fluminense;2014;66;outlier_sup
64;Baixada Fluminense;2014;194;outlier_sup
72;Grande Niterói;2014;96;outlier_sup
73;Grande Niterói;2014;116;outlier_sup
74;Grande Niterói;2014;147;outlier_sup
27;Capital;2014;109;outlier_sup
29;Capital;2014;62;outlier_sup
30;Capital;2014;76;outlier_sup
31;Capital;2014;82;outlier_sup
33;Capital;2014;74;outlier_sup
34;Capital;2014;115;outlier_sup
39;Capital;2014;74;outlier_sup
40;Capital;2014;92;outlier_sup
52;Baixada Fluminense;2014;94;outlier_sup
53;Baixada Fluminense;2014;63;outlier_sup
54;Baixada Fluminense;2014;63;outlier_sup
56;Baixada Fluminense;2014;76;outlier_sup
57;Baixada Fluminense;2014;92;outlier_sup
58;Baixada Fluminense;2014;70;outlier_sup
59;Baixada Fluminense;2014;170;outlier_sup
60;Baixada Fluminense;2014;173;outlier_sup
64;Baixada Fluminense;2014;193;outlier_sup
72;Grande Niterói;2014;84;outlier_sup
73;Grande Niterói;2014;95;outlier_sup
74;Grande Niterói;2014;123;outlier_sup
75;Grande Niterói;2014;61;outlier_sup
27;Capital;2014;73;outlier_sup
30;Capital;2014;75;outlier_sup
31;Capital;2014;62;outlier_sup
34;Capital;2014;119;outlier_sup
39;Capital;2014;61;outlier_sup
40;Capital;2014;95;outlier_sup
52;Baixada Fluminense;2014;75;outlier_sup
54;Baixada Fluminense;2014;102;outlier_sup
57;Baixada Fluminense;2014;64;outlier_sup
58;Baixada Fluminense;2014;91;outlier_sup
59;Baixada Fluminense;2014;163;outlier_sup
60;Baixada Fluminense;2014;139;outlier_sup
64;Baixada Fluminense;2014;141;outlier_sup
72;Grande Niterói;2014;75;outlier_sup
73;Grande Niterói;2014;97;outlier_sup
74;Grande Niterói;2014;133;outlier_sup
29;Capital;2014;64;outlier_sup
31;Capital;2014;64;outlier_sup
34;Capital;2014;80;outlier_sup
40;Capital;2014;73;outlier_sup
52;Baixada Fluminense;2014;82;outlier_sup
54;Baixada Fluminense;2014;77;outlier_sup
56;Baixada Fluminense;2014;61;outlier_sup
57;Baixada Fluminense;2014;66;outlier_sup
58;Baixada Fluminense;2014;88;outlier_sup
59;Baixada Fluminense;2014;131;outlier_sup
60;Baixada Fluminense;2014;106;outlier_sup
64;Baixada Fluminense;2014;101;outlier_sup
72;Grande Niterói;2014;70;outlier_sup
73;Grande Niterói;2014;75;outlier_sup
74;Grande Niterói;2014;129;outlier_sup
75;Grande Niterói;2014;61;outlier_sup
27;Capital;2014;75;outlier_sup
31;Capital;2014;68;outlier_sup
33;Capital;2014;72;outlier_sup
34;Capital;2014;76;outlier_sup
39;Capital;2014;65;outlier_sup
40;Capital;2014;76;outlier_sup
52;Baixada Fluminense;2014;98;outlier_sup
56;Baixada Fluminense;2014;63;outlier_sup
57;Baixada Fluminense;2014;71;outlier_sup
58;Baixada Fluminense;2014;96;outlier_sup
59;Baixada Fluminense;2014;142;outlier_sup
60;Baixada Fluminense;2014;82;outlier_sup
64;Baixada Fluminense;2014;118;outlier_sup
73;Grande Niterói;2014;69;outlier_sup
74;Grande Niterói;2014;66;outlier_sup
31;Capital;2014;69;outlier_sup
33;Capital;2014;73;outlier_sup
34;Capital;2014;91;outlier_sup
39;Capital;2014;86;outlier_sup
40;Capital;2014;70;outlier_sup
54;Baixada Fluminense;2014;82;outlier_sup
56;Baixada Fluminense;2014;69;outlier_sup
57;Baixada Fluminense;2014;61;outlier_sup
58;Baixada Fluminense;2014;98;outlier_sup
59;Baixada Fluminense;2014;100;outlier_sup
60;Baixada Fluminense;2014;88;outlier_sup
64;Baixada Fluminense;2014;110;outlier_sup
73;Grande Niterói;2014;74;outlier_sup
74;Grande Niterói;2014;70;outlier_sup
27;Capital;2014;77;outlier_sup
31;Capital;2014;61;outlier_sup
33;Capital;2014;66;outlier_sup
34;Capital;2014;81;outlier_sup
39;Capital;2014;87;outlier_sup
40;Capital;2014;73;outlier_sup
52;Baixada Fluminense;2014;73;outlier_sup
54;Baixada Fluminense;2014;87;outlier_sup
56;Baixada Fluminense;2014;67;outlier_sup
58;Baixada Fluminense;2014;83;outlier_sup
59;Baixada Fluminense;2014;103;outlier_sup
60;Baixada Fluminense;2014;66;outlier_sup
64;Baixada Fluminense;2014;136;outlier_sup
72;Grande Niterói;2014;70;outlier_sup
74;Grande Niterói;2014;86;outlier_sup
27;Capital;2014;110;outlier_sup
29;Capital;2014;69;outlier_sup
30;Capital;2014;65;outlier_sup
31;Capital;2014;61;outlier_sup
33;Capital;2014;82;outlier_sup
34;Capital;2014;87;outlier_sup
35;Capital;2014;71;outlier_sup
39;Capital;2014;76;outlier_sup
40;Capital;2014;77;outlier_sup
52;Baixada Fluminense;2014;65;outlier_sup
54;Baixada Fluminense;2014;74;outlier_sup
56;Baixada Fluminense;2014;61;outlier_sup
59;Baixada Fluminense;2014;91;outlier_sup
60;Baixada Fluminense;2014;77;outlier_sup
64;Baixada Fluminense;2014;106;outlier_sup
72;Grande Niterói;2014;67;outlier_sup
74;Grande Niterói;2014;70;outlier_sup
27;Capital;2014;94;outlier_sup
29;Capital;2014;78;outlier_sup
31;Capital;2014;106;outlier_sup
33;Capital;2014;80;outlier_sup
34;Capital;2014;95;outlier_sup
39;Capital;2014;77;outlier_sup
40;Capital;2014;81;outlier_sup
52;Baixada Fluminense;2014;65;outlier_sup
54;Baixada Fluminense;2014;109;outlier_sup
56;Baixada Fluminense;2014;70;outlier_sup
57;Baixada Fluminense;2014;75;outlier_sup
58;Baixada Fluminense;2014;85;outlier_sup
59;Baixada Fluminense;2014;96;outlier_sup
60;Baixada Fluminense;2014;88;outlier_sup
64;Baixada Fluminense;2014;155;outlier_sup
72;Grande Niterói;2014;63;outlier_sup
73;Grande Niterói;2014;89;outlier_sup
74;Grande Niterói;2014;115;outlier_sup
75;Grande Niterói;2014;62;outlier_sup
27;Capital;2015;112;outlier_sup
